Unnamed: 0,review_id,product_id,reviewer_id,rating,review_text,review_summary,language,price_usd,order_quantity,brand,return_reason,review_clean,sentiment_positive,sentiment_negative,sentiment_compound,review_length,price_bucket_encoded,is_high_value,cat_Clothing & Apparel,cat_Electronics,cat_Home & Kitchen,cat_Skincare & Beauty,return_reason_encoded
228677,en_0876209,product_en_0530433,reviewer_en_0848412,1,"Poor documentation of installation online. Links broken. Manual is difficult to follow. Unfortunate because product is difficult to design. Not intuitive. I have installed many CoolerMaster and Corsair liquid cooling units. This took longer by a factor of ten than the longest of those. The build quality is insubstantial and feels cheap. The noise level is high given its size and functionality. This product is something for which I would not expend $20. Better off with air, frankly.","time-consuming, painful, difficult installation",en,102.44,4,Unknown,Defective,poor documentation installation online links broken manual difficult follow unfortunate because product difficult design intuitive installed many coolermaster corsair liquid cooling units took longer factor ten longest build quality insubstantial feels cheap noise level high given size functionality product something expend better air frankly,0.0227,0.0455,-0.25,78,2,1,False,True,False,False,1
201571,en_0952773,product_en_0931093,reviewer_en_0546173,1,Lots of leaky tubes don't waste your money.,Leaky,en,83.14,4,Unknown,Defective,lots leaky tubes dont waste money,0.0,0.1667,-0.5,8,2,1,False,False,False,True,1
234045,en_0767069,product_en_0559307,reviewer_en_0581984,1,It’s broken when they sent it to me I thought it was just my monitor that was broken until I had it fix and been told that it’s the graphics card that’s broken and now I can’t refund it it’s over a month,Broken,en,40.91,3,Unknown,Defective,broken sent thought monitor broken until fix told graphics card thats broken cant refund month,0.0,0.2667,-0.8,43,1,0,False,True,False,False,1
264598,en_0634291,product_en_0691711,reviewer_en_0275405,2,My first screen guard got broke on just second day of use.,Durable ???,en,109.72,1,Unknown,Defective,first screen guard got broke second day use,0.0,0.0,0.0,12,2,1,False,True,False,False,1
215737,en_0367238,product_en_0730817,reviewer_en_0207791,1,I posted my comments about the purchase and seller never replied. I would not recommend anyone to purchase from this seller. Poor communication.,I would not recommend anyone to purchase from this seller,en,57.58,2,Unknown,Defective,posted comments purchase seller never replied recommend anyone purchase seller poor communication,0.0833,0.1667,-0.25,23,1,0,False,True,False,False,1
235798,en_0975639,product_en_0990356,reviewer_en_0126145,1,Doesn’t work. TV says no signal when it’s plugged in. Driver couldn’t be found on my other computer. Worked sporadically for a few weeks and now is useless. I bought A new hdmi cord in case that was the problem and it still doesn’t work.,Does not work,en,11.08,1,Unknown,Defective,doesnt work says signal plugged driver couldnt found computer worked sporadically few weeks useless bought new hdmi cord case problem still doesnt work,0.0,0.0435,-0.5,45,0,0,False,True,False,False,1
252182,en_0010451,product_en_0857469,reviewer_en_0736756,2,"It’s nearly impossible to get the spout out without destroying it. In fact, I broke several while trying to fill the bottles.",Opening is near impossible,en,82.99,3,Unknown,Defective,nearly impossible get spout without destroying fact broke several while trying fill bottles,0.0,0.0,0.0,22,2,1,False,False,True,False,1
208897,en_0385648,product_en_0723620,reviewer_en_0826398,1,Pretty much complete junk. I sent this back as it always made my Mac look dirty. Couldn’t keep it clean.,Waste of resources,en,56.98,2,Unknown,Defective,pretty much complete junk sent back always made mac look dirty couldnt keep clean,0.0,0.0,0.0,20,1,0,False,True,False,False,1
266458,en_0543600,product_en_0312751,reviewer_en_0166769,2,The seam separated after 4 months.,Two Stars,en,136.28,1,Unknown,Defective,seam separated months,0.0,0.0,0.0,6,3,1,True,False,False,False,1
271504,en_0512875,product_en_0952184,reviewer_en_0105777,2,"I like seeing what I miss at work. But the camera I have has glitches. There are times it shuts down for hours. Plus I can't manage the video unless I convert it on another video player on my phone. No zoom. And the motion sensor sometimes misses some important action. According to remo plus representatives, my unit is defective.",Good idea with defects,en,52.24,4,Unknown,Defective,like seeing miss work camera glitches times shuts hours plus cant manage video unless convert another video player phone zoom motion sensor sometimes misses some important action according remo plus representatives unit defective,0.0,0.0303,-0.5,60,1,0,False,True,False,False,1
228734,en_0178743,product_en_0018624,reviewer_en_0639402,1,I did not receive the money,I did not receive the money,en,67.94,1,Unknown,Defective,receive money,0.0,0.0,0.0,6,1,0,False,False,False,True,1
264137,en_0989842,product_en_0971102,reviewer_en_0551148,2,Doesn’t work as expected. I have 2 bottles that I have to use. I spray the clothes then toss them in dryer. Works well for ironing.,Mostly ineffective,en,107.18,4,Unknown,Defective,doesnt work expected bottles use spray clothes toss dryer works well ironing,0.0,0.0,0.0,26,2,1,False,False,False,True,1
254385,en_0320231,product_en_0317310,reviewer_en_0190424,2,It’s not a stable mop it does the job so-so but I wouldn’t buy it again,It’s not a stable mop it does the job so-so ...,en,133.91,4,Unknown,Defective,stable mop job soso wouldnt buy,0.0,0.0,0.0,16,3,1,False,False,True,False,1
268718,en_0243594,product_en_0552494,reviewer_en_0271439,2,Handle broke with first use,Two Stars,en,147.91,1,Unknown,Defective,handle broke first use,0.0,0.0,0.0,5,3,1,False,False,True,False,1
214492,en_0192357,product_en_0086534,reviewer_en_0937075,1,"I can’t speak to the usefulness of this bow, as I came to us already broken. I will have to return it and hope I can get a replacement in time for Halloween. Frustrated that someone packaged it up with full knowledge that it was broken, and sent it anyway.",Broken bow,en,138.32,3,Unknown,Defective,cant speak usefulness bow came already broken return hope get replacement time halloween frustrated someone packaged full knowledge broken sent anyway,0.0,0.1429,-0.75,50,3,1,True,False,False,False,1
248049,en_0110916,product_en_0858743,reviewer_en_0766344,2,I don’t think there are enough grooves in the product to stop the shoes from slipping off especially high heels.,I don’t think there are enough grooves in the product ...,en,13.73,2,Unknown,Defective,dont think enough grooves product stop shoes slipping especially high heels,0.0,0.0,0.0,20,0,0,False,False,True,False,1
242006,en_0311144,product_en_0763559,reviewer_en_0718969,2,"Using these for black head removal.. hurts! The metal is really flimsy and bends. I purchased these to remove ear wax from my 3 month olds ears, but I tried using the other ones on myself and they hurt more than they helped.",Not great quality,en,44.75,1,Unknown,Defective,using black head removal hurts metal really flimsy bends purchased remove ear wax month olds ears tried using ones myself hurt helped,0.0,0.0,0.0,43,1,0,False,False,False,True,1
208332,en_0587447,product_en_0911044,reviewer_en_0503287,1,When I got my product the heart on the knives was broken. This would have been great for my wedding but I could not use them because they were broken,This would have been great for my wedding but I could not use them ...,en,81.47,4,Unknown,Defective,got product heart knives broken great wedding use because broken,0.1,0.2,-0.25,30,2,1,False,False,True,False,1
273207,en_0140290,product_en_0649682,reviewer_en_0883490,2,It doesn't work at all. Sorry. Thank you,Two Stars,en,37.81,4,Unknown,Defective,doesnt work sorry thank,0.0,0.0,0.0,8,1,0,False,False,False,True,1
242738,en_0338119,product_en_0032350,reviewer_en_0604330,2,These cloths do not remove makeup half as well as the Sephora brand or Makeup Eraser brand cloths. These are inexpensive but they just do not get the job done.,These cloths do not remove makeup half as well as ...,en,128.48,4,Unknown,Defective,cloths remove makeup half well sephora brand makeup eraser brand cloths inexpensive get job done,0.0,0.0,0.0,30,3,1,False,False,False,True,1
246421,en_0136741,product_en_0335328,reviewer_en_0801591,2,The radio on A.M. band had very poor or no reception,Poor reception on A.M. band,en,92.28,4,Unknown,Defective,radio band poor reception,0.0,0.25,-0.5,11,2,1,False,True,False,False,1
237476,en_0171559,product_en_0817227,reviewer_en_0114409,1,"Smells great, but isn’t sulfate/paraben free. Caused my scalp to dry out and flake. And I don’t ever get dandruff or dry scalp. I wouldn’t recommend this shampoo to anyone.","Smells great, but isn’t sulfate/paraben free",en,121.61,2,Unknown,Defective,smells great isnt sulfateparaben free caused scalp dry flake dont ever get dandruff dry scalp wouldnt recommend shampoo anyone,0.1053,0.0,0.6667,30,3,1,False,False,False,True,1
274924,en_0299833,product_en_0523291,reviewer_en_0030935,2,"The product photo shows this as a standing cat - the one I rec'd is not quite sitting, not quite standing. Not sure what to do with it since I purchased it to STAND as décor on a shelf. Shame on this product for false advertising, and on Amazon for allowing it.",Not as pictured,en,137.23,1,Unknown,Defective,product photo shows standing cat one recd quite sitting quite standing sure since purchased stand dcor shelf shame product false advertising amazon allowing,0.0,0.0,0.0,52,3,1,False,False,True,False,1
216902,en_0053886,product_en_0522029,reviewer_en_0449325,1,Received Bathtub Drain Hole Hair Catcher Drain. Can't return with the policy on this item. Please be aware!,Bad seller! Be Aware!,en,149.94,4,Unknown,Defective,received bathtub drain hole hair catcher drain cant return policy item please aware,0.0,0.0769,-0.5,18,3,1,False,False,False,True,1
323141,en_0461551,product_en_0471002,reviewer_en_0773399,4,"It is really a lot bigger than I planned on (but that is not the products fault), also the inside materials catches on the zipper.",Not bad for the price,en,35.08,3,Unknown,Defective,really lot bigger planned products fault inside materials catches zipper,0.0,0.1,-0.5,25,1,0,False,False,True,False,1
271114,en_0712432,product_en_0994005,reviewer_en_0696669,2,When I opened the package the book was wet! Not soaking wet but very damp. I think it will be okay when it dries out but I'm not happy about it.,Book arrived wet,en,133.91,4,Unknown,Defective,opened package book wet soaking wet damp think okay dries happy,0.0909,0.0,0.5,31,3,1,False,True,False,False,1
278759,en_0063771,product_en_0159122,reviewer_en_0395954,2,This product creased horribly on my eyes and definitely did not help my eyeshadow stay on.,Two Stars,en,138.41,3,Unknown,Defective,product creased horribly eyes definitely help eyeshadow stay,0.0,0.0,0.0,16,3,1,False,False,False,True,1
225804,en_0008548,product_en_0519421,reviewer_en_0528836,1,Horribly made.. The cloth basket is the worst I've ever seen. Do not purchase.,One Star,en,141.21,2,Unknown,Defective,horribly made cloth basket worst ive ever seen purchase,0.0,0.1111,-0.5,14,3,1,False,False,True,False,1
240518,en_0979324,product_en_0026971,reviewer_en_0600672,2,Nice looking but does not hold up his jeans,Stretches too much,en,134.33,3,Unknown,Defective,nice looking hold his jeans,0.2,0.0,0.5,9,3,1,True,False,False,False,1
240266,en_0559583,product_en_0979852,reviewer_en_0689862,2,it worked good for a few months then the pump got clogged. I looked up ways to fix but I still could not get it to work,it worked good for a few months then the pump got clogged,en,148.12,1,Unknown,Defective,worked good few months pump got clogged looked ways fix still get work,0.0769,0.0,0.5,27,3,1,False,False,True,False,1
264201,en_0347722,product_en_0124472,reviewer_en_0480034,2,Come with some bad smell inside the bottle. Scare to even take it.,Two Stars,en,124.46,2,Unknown,Defective,come some bad smell inside bottle scare even take,0.0,0.1111,-0.5,13,3,1,False,False,False,True,1
242474,en_0956661,product_en_0761400,reviewer_en_0953781,2,All of the beads go to the side or one spot and render this blanket unless to the purpose of me buying it. All of the blankets I own on top of me did better then this.,Sort of does it's purpose?,en,10.93,1,Unknown,Defective,beads side one spot render blanket unless purpose buying blankets own top better,0.0,0.0,0.0,37,0,0,False,False,True,False,1
253650,en_0077356,product_en_0807486,reviewer_en_0848874,2,"Ended up returning this, because it was poorly made. Seams started to pull apart on the inside, because the liner was such a thin material.","Good price, but not made to last",en,98.49,1,Unknown,Defective,ended returning because poorly made seams started pull apart inside because liner such thin material,0.0,0.0,0.0,25,2,1,True,False,False,False,1
227896,en_0057786,product_en_0637408,reviewer_en_0816034,1,"I’ve bought this before with no issue. However, this time they arrived unusable. Totally smashed, but the box was fine. Seems they are sending out defective product. Difficult to see by the picture because it’s such a small item size. Buyer beware. Hoping to hear from the seller, but you know how that goes!",Arrived damaged. Very disappointing,en,26.01,3,Unknown,Defective,ive bought issue however time arrived unusable totally smashed box fine seems sending defective product difficult see picture because such small item size buyer beware hoping hear seller know goes,0.0,0.0667,-0.6667,54,1,0,False,False,False,True,1
226481,en_0212671,product_en_0664644,reviewer_en_0687389,1,Talk about a POS!! I ordered this to replace a broken cover on my iPad. I got this and while putting it on my iPad it BROKE! Super cheap material and I so disappointed with the quality that I put the new and old screen covers in the trash! Don't waste your money as this will just disappoint you.,Super cheap material and I so disappointed with the quality ...,en,87.78,1,Unknown,Defective,talk pos ordered replace broken cover ipad got while putting ipad broke super cheap material disappointed quality put new old screen covers trash dont waste money disappoint,0.037,0.1111,-0.4,59,2,1,False,True,False,False,1
239828,en_0931406,product_en_0381449,reviewer_en_0996784,1,My husband is a truck driver and his phone fell from the floor of his truck to the ground which is about 4 ft and when he picked it up the glass was broken,Can’t stand a 4 ft drop to the ground,en,35.22,3,Unknown,Defective,husband truck driver his phone fell floor his truck ground picked glass broken,0.0,0.0769,-0.5,34,1,0,False,True,False,False,1
259655,en_0124794,product_en_0608456,reviewer_en_0442152,2,"When I opened the shipping envelope I had found the product was already open, pieces missing and the screen was already broken as if someone had returned it and they shipped that one to me. The instructions were good and it came with an installation sleeve so it would be perfectly aligned but didn;t that chance.",The instructions were good and it came with an installation sleeve so it ...,en,106.33,4,Unknown,Defective,opened shipping envelope found product already open pieces missing screen already broken someone returned shipped one instructions good came installation sleeve perfectly aligned didnt chance,0.04,0.04,0.0,56,2,1,False,True,False,False,1
257364,en_0407782,product_en_0448493,reviewer_en_0823258,2,Still using them....but I would wish I had purchased a sturdier product.,Still using them,en,58.05,3,Unknown,Defective,still using thembut wish purchased sturdier product,0.0,0.0,0.0,12,1,0,False,False,True,False,1
227371,en_0831363,product_en_0956290,reviewer_en_0130518,1,Received laptop and it doesn’t work at all,Doesn’t work,en,107.02,1,Unknown,Defective,received laptop doesnt work,0.0,0.0,0.0,8,2,1,False,True,False,False,1
235933,en_0731432,product_en_0857537,reviewer_en_0311075,1,I never got my item. Stupid Usps claims they handed it off directly so I guess they gave my orders away. I’m waiting on phone now to speak to someone from Usps. But I’ll probably need a replacement order because there will more than likely be nothing their stupid asses can do. I apologize to y’all because I know it’s not yalls fault. It’s dumb delivery service. Please let me know if you can send a replacement thank you.,Usps apparently gave my order away to someone else. I didn’t get orders,en,53.15,4,Unknown,Defective,never got item stupid usps claims handed directly guess gave orders away waiting phone speak someone usps ill probably replacement order because likely nothing their stupid asses apologize yall because know yalls fault dumb delivery service please let know send replacement thank,0.0,0.0476,-0.6667,79,1,0,True,False,False,False,1
227746,en_0290698,product_en_0184627,reviewer_en_0723096,1,Says it was delivered and I never received it. Unsure of how to contact seller,never received,en,138.64,1,Unknown,Defective,says delivered never received unsure contact seller,0.0,0.1429,-0.5,15,3,1,False,True,False,False,1
252205,en_0192691,product_en_0073358,reviewer_en_0168415,2,KAF has some Great grooming products but this isn't one of them,Two Stars,en,50.59,2,Unknown,Defective,kaf some great grooming products isnt one,0.1429,0.0,0.5,12,1,0,False,False,False,True,1
234166,en_0010237,product_en_0873980,reviewer_en_0513315,1,"We were so excited to receive our record player, we have records both old and new that we were looking forward to listening to. We purchased this product as the deal of the day, and when received it was easy to set up and use. However, each record we tried to play skipped, old, new, didn't matter. When we called customer support it was found that it was the arm weight, there was not enough pressure pushing on the vinyl record causing it to skip. I was advised that I could buy another part (why would I do that when I literally just took it out of the box), or I could return the item. When I contacted Amazon about an exchange I was told it would be no problem, now the product is $30 more. I simply wanted to exchange the item for what I paid for it for a working model. Not sure if it is because it is refurbished but for the price you would expect it to work right out of the box.",Insufficient Arm Weight?!,en,54.46,2,Unknown,Defective,excited receive record player records old new looking forward listening purchased product deal day received easy set use however record tried play skipped old new didnt matter called customer support found arm weight enough pressure pushing vinyl record causing skip advised buy another part literally took box return item contacted amazon exchange told problem product simply wanted exchange item paid working model sure because refurbished price expect work right box,0.0,0.0143,-0.5,177,1,0,False,True,False,False,1
308576,en_0869439,product_en_0912485,reviewer_en_0591090,3,"My fault, much smaller than the one that was on the wall. Also not difficult to put together but , I'm sorry to say it just looks cheap. Especially for the cost.",Medicine cabinet,en,42.44,2,Unknown,Defective,fault much smaller one wall difficult put together sorry say looks cheap especially cost,0.0,0.0714,-0.5,32,1,0,False,False,True,False,1
292780,en_0765086,product_en_0664966,reviewer_en_0329534,3,"I gave it three stars because the cap came broken AND lots of pills are broken in half also. Not sure if this happened at manufacturer ends or in transit but Amazon please improve your packaging when sending glass jar packaged product, which in this case came in just a paper envelope.",Pills came broken...,en,65.98,3,Unknown,Defective,gave three stars because cap came broken lots pills broken half sure happened manufacturer ends transit amazon please improve packaging sending glass jar packaged product case came paper envelope,0.0,0.069,-0.6667,52,1,0,False,False,False,True,1
273382,en_0850631,product_en_0448080,reviewer_en_0628689,2,Its a perfectly functional mouse. It just feels a little on the fragile/brittle side,Two Stars,en,29.58,2,Unknown,Defective,perfectly functional mouse feels little fragilebrittle side,0.0,0.0,0.0,14,1,0,False,True,False,False,1
275409,en_0522301,product_en_0899309,reviewer_en_0569977,2,"Returned, material was too flimsy. Felt like it will break anytime.",Felt like it will break anytime,en,44.35,3,Unknown,Defective,returned material flimsy felt like break anytime,0.0,0.0,0.0,11,1,0,True,False,False,False,1
212936,en_0055856,product_en_0869265,reviewer_en_0514241,1,You only get 1. Not one for each ear. My kid is disappointed,Only 1,en,74.58,1,Unknown,Defective,only get one ear kid disappointed,0.0,0.1667,-0.5,13,1,0,False,True,False,False,1
258755,en_0230133,product_en_0224760,reviewer_en_0234667,2,"This weather station has great features, except the temperature is always 4 to 10 degrees higher, so, is not accurate. Reviews say this is due to the backlight. If I don’t use the back light, I can’t see those great features, so what is the point? Disappointed!",La Crosse Weather Station,en,97.18,1,Unknown,Defective,weather station great features except temperature always degrees higher accurate reviews say due backlight dont use back light cant see great features point disappointed,0.0833,0.0417,0.25,47,2,1,False,False,True,False,1
282484,en_0494360,product_en_0300986,reviewer_en_0890825,3,This MOBO worked great to start. I had a Ryzen 7 processor that worked great. That was until the Ethernet port stopped working. I ordered a replacement and it arrived DOA. Currently waiting for another replacement for this current MOBO. Hopefully 3rd time is the charm!,Worked at first,en,57.66,1,Unknown,Defective,mobo worked great start ryzen processor worked great until ethernet port stopped working ordered replacement arrived doa currently waiting another replacement current mobo hopefully time charm,0.0769,0.0,0.6667,46,1,0,False,True,False,False,1
235443,en_0229650,product_en_0312287,reviewer_en_0289441,1,i was so up set when i got it it was all broken up parts was missing i tryed to put it together it full apart even the box that it came in was open it was bad it was so many part's broken i had make 2 trips to the dumper,no good desk,en,132.75,4,Unknown,Defective,set got broken parts missing tryed put together full apart even box came open bad many parts broken make trips dumper,0.0,0.1429,-0.75,52,3,1,False,False,True,False,1
278950,en_0205332,product_en_0926673,reviewer_en_0808944,2,"The delivery service was very good. As for the effectiveness of the product and its results on me, it did not have any effect on me. The mask was not very adherent on the skin.",The delivery service was very good. As for the effectiveness of the product and ...,en,41.64,4,Unknown,Defective,delivery service good effectiveness product results effect mask adherent skin,0.1,0.0,0.5,35,1,0,False,False,False,True,1
265091,en_0602441,product_en_0877844,reviewer_en_0436424,2,Fell apart with ease very quickly,Super cute....but not durable,en,62.06,4,Unknown,Defective,fell apart ease quickly,0.0,0.0,0.0,6,1,0,True,False,False,False,1
267172,en_0553067,product_en_0844648,reviewer_en_0150338,2,"Bought them for jogging, and if I have my phone on the opposite side of the earphone where the power switch is it will connect and disconnect. Audio quality is ok, not that bad,not great. Overall I would not recommend them, will buy another brand.",Bluetooth signal just SUCKS!,en,21.66,1,Unknown,Defective,bought jogging phone opposite side earphone power switch connect disconnect audio quality badnot great overall recommend buy another brand,0.1579,0.0,0.75,45,0,0,False,True,False,False,1
316275,en_0274633,product_en_0921989,reviewer_en_0180616,3,I'm slightly annoyed because some of them came with the straps broken. But the fit is great.,Three Stars,en,126.62,4,Unknown,Defective,slightly annoyed because some came straps broken fit great,0.1111,0.1111,0.0,17,3,1,True,False,False,False,1
